#Uses stathead data

Rk,Season,Team,W,W-L%,PtDif,Tot,TotOpp,Cmp,G,W1,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Tot2,TO,Ply,Y/P,TotOpp2,TO,DPly,DY/P
828,1994,NYJ,6,.375,-56,4703,5338,310,16,6,10,0,.375,264,320,-56,310,539,229,57.5,3137,18,18,3.3,3.3,72.9,28,186,4.94,5.8,5.53,4.99,4.74,10.1,4703,28,983,4.78,5338,38,1014,5.26
829,1994,SEA,6,.375,-36,4652,5349,253,16,6,10,0,.375,287,323,-36,253,498,245,50.8,2568,13,9,2.6,1.8,69.1,40,241,7.43,5.2,4.77,4.87,4.50,10.2,4652,28,1018,4.57,5349,30,1077,4.97
830,1994,TAM,6,.375,-100,4754,5336,271,16,6,10,0,.375,251,351,-100,271,491,220,55.2,3265,17,16,3.5,3.3,75.2,30,171,5.76,6.6,6.27,5.88,5.54,12.0,4754,23,951,5.00,5336,21,986,5.41
831,1993,ATL,6,.375,-69,5110,5421,334,16,6,10,0,.375,316,385,-69,334,573,239,58.3,3520,28,25,4.9,4.4,76.3,40,267,6.53,6.1,5.74,5.16,4.82,10.5,5110,42,1008,5.07,5421,24,951,5.70
832,1993,SEA,6,.375,-34,4669,5313,280,16,6,10,0,.375,280,314,-34,280,498,218,56.2,2654,13,18,2.6,3.6,66.8,48,242,8.79,5.3,4.86,4.22,3.85,9.5,4669,31,1019,4.58,5313,37,1085,4.90
833,1992,ATL,6,.375,-87,4903,5549,336,16,6,10,0,.375,327,414,-87,336,548,212,61.3,3633,33,15,6.0,2.7,91.4,40,259,6.80,6.6,6.18,6.60,6.15,10.8,4903,29,910,5.39,5549,23,934,5.94
834,1992,NYG,6,.375,-61,4422,5043,232,16,6,10,0,.375,306,367,-61,232,433,201,53.6,2345,14,10,3.2,2.3,73.2,45,283,9.41,5.4,4.91,5.02,4.55,10.1,4422,23,936,4.72,5043,26,923,5.46
835,1992,RAM,6,.375,-70,4877,5523,289,16,6,10,0,.375,313,383,-70,289,495,206,58.4,3218,23,20,4.6,4.0,78.2,26,204,4.99,6.5,6.18,5.61,5.33,11.1,4877,37,914,5.34,5523,33,1005,5.50
836,1991,CLE,6,.375,-5,4664,5084,312,16,6,10,0,.375,293,298,-5,312,503,191,62.0,3304,19,10,3.8,2.0,87.5,42,243,7.71,6.6,6.06,6.43,5.93,10.6,4664,18,934,4.99,5084,33,1004,5.06
837,1991,NWE,6,.375,-94,4473,5431,284,16,6,10,0,.375,211,305,-94,284,481,197,59.0,3006,11,22,2.3,4.6,69.7,63,436,11.58,6.2,5.53,4.65,4.11,10.6,4473,42,977,4.58,5431,31,1050,5.17
838,1990,DET,6,.375,-40,4977,5734,242,16,6,10,0,.375,373,413,-40,242,460,218,52.6,3050,24,20,5.2,4.3,75.3,44,278,8.73,6.6,6.05,5.72,5.22,12.6,4977,36,870,5.72,5734,35,1080,5.31
839,1990,GNB,6,.375,-76,4675,5442,302,16,6,10,0,.375,271,347,-76,302,541,239,55.8,3306,20,21,3.7,3.9,73.2,62,390,10.28,6.1,5.48,5.10,4.58,10.9,4675,43,953,4.91,5442,30,981,5.55
840,1990,MIN,6,.375,25,5034,4717,265,16,6,10,0,.375,351,326,25,265,497,232,53.3,3167,25,24,5.0,4.8,72.0,49,278,8.97,6.4,5.80,5.21,4.74,12.0,5034,37,1001,5.03,4717,33,972,4.85
841,1990,NYJ,6,.375,-50,4886,5455,246,16,6,10,0,.375,295,345,-50,246,451,205,54.5,2759,14,11,3.1,2.4,76.0,40,300,8.15,6.1,5.62,5.64,5.18,11.2,4886,24,967,5.05,5455,29,977,5.58
842,1990,SDG,6,.375,34,4940,4425,246,16,6,10,0,.375,315,281,34,246,472,226,52.1,2683,18,19,3.8,4.0,66.5,20,157,4.07,5.7,5.45,4.64,4.45,10.9,4940,32,976,5.06,4425,30,931,4.75
843,1990,TAM,6,.375,-103,4475,5479,245,16,6,10,0,.375,264,367,-103,245,448,203,54.7,2849,18,24,4.0,5.4,69.3,53,433,10.58,6.4,5.69,4.75,4.25,11.6,4475,43,911,4.91,5479,42,1001,5.47
844,2024,CAR,5,.294,-193,5066,6877,341,17,5,12,0,.294,341,534,-193,341,547,206,62.3,3188,22,15,4.0,2.7,82.0,36,223,6.17,5.8,5.47,5.40,5.07,9.3,5066,22,993,5.10,6877,17,1154,5.96
845,2024,CHI,5,.294,-60,4820,6022,353,17,5,12,0,.294,310,370,-60,353,566,213,62.4,3086,20,7,3.5,1.2,86.8,68,466,10.73,5.5,4.87,5.60,5.00,8.7,4820,16,1065,4.53,6022,24,1028,5.86
846,2024,NOR,5,.294,-60,5442,6459,340,17,5,12,0,.294,338,398,-60,340,551,211,61.7,3488,21,12,3.8,2.2,85.3,37,242,6.29,6.3,5.93,6.11,5.73,10.3,5442,19,1032,5.27,6459,17,1119,5.77
847,2024,NYJ,5,.294,-66,5275,5334,385,17,5,12,0,.294,338,404,-66,385,607,222,63.4,3714,31,11,5.1,1.8,92.0,40,302,6.18,6.1,5.74,6.32,5.93,9.6,5275,19,1010,5.22,5334,17,1068,4.99
848,2023,LAC,5,.294,-52,5599,6170,409,17,5,12,0,.294,346,398,-52,409,632,223,64.7,3957,24,8,3.8,1.3,91.8,43,355,6.37,6.3,5.86,6.45,6.04,9.7,5599,21,1106,5.06,6170,21,1113,5.54
849,2022,DEN,5,.294,-72,5527,5440,345,17,5,12,0,.294,287,359,-72,345,571,226,60.4,3592,18,15,3.2,2.6,81.2,63,415,9.94,6.3,5.67,5.74,5.17,10.4,5527,24,1078,5.13,5440,23,1079,5.04
850,2022,LAR,5,.294,-77,4769,5798,347,17,5,12,0,.294,307,384,-77,347,531,184,65.3,3108,16,15,3.0,2.8,82.3,59,398,10.00,5.9,5.27,5.18,4.67,9.0,4769,23,1001,4.76,5798,22,1049,5.53
851,2021,CAR,5,.294,-100,5081,5201,348,17,5,12,0,.294,304,404,-100,348,599,251,58.1,3239,14,21,2.3,3.5,68.5,52,334,7.99,5.4,4.98,4.30,3.95,9.3,5081,29,1106,4.59,5201,16,1028,5.06
852,2020,CAR,5,.313,-52,5592,5761,373,16,5,11,0,.313,350,402,-52,373,550,177,67.8,3888,16,16,2.9,2.9,87.5,36,241,6.14,7.1,6.63,6.34,5.95,10.4,5592,21,993,5.63,5761,22,1022,5.64
853,2020,DEN,5,.313,-123,5369,5887,317,16,5,11,0,.313,323,446,-123,317,556,239,57.0,3451,21,23,3.8,4.1,72.5,32,222,5.44,6.2,5.87,5.10,4.82,10.9,5369,32,1030,5.21,5887,16,1043,5.64
854,2020,DET,5,.313,-142,5603,6716,374,16,5,11,0,.313,377,519,-142,374,582,208,64.3,4104,27,13,4.6,2.2,93.3,42,293,6.73,7.1,6.58,6.97,6.50,11.0,5603,21,991,5.65,6716,12,1068,6.29
855,2019,CAR,5,.313,-130,5469,5992,382,16,5,11,0,.313,340,470,-130,382,633,251,60.3,3650,17,21,2.7,3.3,74.7,58,484,8.39,5.8,5.28,4.81,4.41,9.6,5469,35,1077,5.08,5992,21,1042,5.75
856,2019,ARI,5,.344,-81,5467,6432,355,16,5,10,1,.344,361,442,-81,355,554,199,64.1,3477,20,12,3.6,2.2,87.0,50,320,8.28,6.3,5.76,6.02,5.52,9.8,5467,18,1000,5.47,6432,17,1080,5.96
857,2019,MIA,5,.313,-188,4960,6364,371,16,5,11,0,.313,306,494,-188,371,615,244,60.3,3804,22,18,3.6,2.9,80.0,58,313,8.62,6.2,5.65,5.58,5.10,10.3,4960,26,1022,4.85,6364,16,1053,6.04
858,2019,LAC,5,.313,-8,5879,5009,394,16,5,11,0,.313,337,345,-8,394,597,203,66.0,4426,24,20,4.0,3.4,89.0,34,222,5.39,7.4,7.01,6.71,6.35,11.2,5879,31,997,5.90,5009,14,923,5.43
859,2018,JAX,5,.313,-71,4832,4983,329,16,5,11,0,.313,245,316,-71,329,536,207,61.4,3109,15,13,2.8,2.4,79.1,53,322,9.00,5.8,5.28,5.27,4.79,9.4,4832,29,1005,4.81,4983,17,970,5.14
860,2018,NYG,5,.313,-43,5697,5942,382,16,5,11,0,.313,369,412,-43,382,583,201,65.5,4047,23,12,3.9,2.1,92.7,47,358,7.46,6.9,6.42,6.80,6.30,10.6,5697,19,984,5.79,5942,21,1034,5.75
861,2018,TAM,5,.313,-68,6648,6134,408,16,5,11,0,.313,396,464,-68,408,625,217,65.3,5125,36,26,5.8,4.2,94.1,41,233,6.16,8.2,7.70,7.48,7.02,12.6,6648,35,1055,6.30,6134,17,998,6.15
862,2017,CHI,5,.313,-56,4599,5106,291,16,5,11,0,.313,264,320,-56,291,473,182,61.5,2811,13,12,2.7,2.5,79.1,39,274,7.62,5.9,5.49,5.35,4.94,9.7,4599,22,934,4.92,5106,22,1003,5.09
863,2017,DEN,5,.313,-93,5185,4640,332,16,5,11,0,.313,289,382,-93,332,566,234,58.7,3333,19,22,3.4,3.9,73.0,52,335,8.41,5.9,5.39,4.81,4.41,10.0,5185,34,1075,4.82,4640,17,952,4.87
864,2017,NYJ,5,.313,-84,4884,5636,323,16,5,11,0,.313,298,382,-84,323,510,187,63.3,3182,19,12,3.7,2.4,86.1,47,319,8.44,6.2,5.71,5.93,5.43,9.9,4884,24,984,4.96,5636,20,1052,5.36
865,2017,TAM,5,.313,-47,5814,6049,378,16,5,11,0,.313,335,382,-47,378,605,227,62.5,4366,26,14,4.3,2.3,90.6,40,241,6.20,7.2,6.77,7.03,6.60,11.6,5814,27,1035,5.62,6049,26,1011,5.98
866,2016,NYJ,5,.313,-134,5268,5479,311,16,5,11,0,.313,275,409,-134,311,550,239,56.5,3466,16,25,2.9,4.5,67.6,35,179,5.98,6.3,5.92,4.84,4.55,11.1,5268,34,1003,5.25,5479,14,1000,5.48
867,2016,SDG,5,.313,-13,5708,5554,349,16,5,11,0,.313,410,423,-13,349,580,231,60.2,4198,33,21,5.7,3.6,87.6,36,188,5.84,7.2,6.81,6.75,6.35,12.0,5708,35,1014,5.63,5554,28,1025,5.42
868,2015,JAX,5,.313,-72,5581,6000,355,16,5,11,0,.313,376,448,-72,355,607,252,58.5,4108,35,18,5.8,3.0,88.1,51,320,7.75,6.8,6.24,6.59,6.08,11.6,5581,28,1012,5.51,6000,18,1102,5.44
869,2015,BAL,5,.313,-73,5749,5398,426,16,5,11,0,.313,328,401,-73,426,676,250,63.0,4271,21,21,3.1,3.1,79.4,24,178,3.43,6.3,6.10,5.54,5.35,10.0,5749,28,1083,5.31,5398,14,1000,5.40
870,2015,SFO,5,.313,-149,4860,6199,322,16,5,11,0,.313,238,387,-149,322,526,204,61.2,3316,16,12,3.0,2.3,82.6,53,330,9.15,6.3,5.73,5.89,5.35,10.3,4860,17,969,5.02,6199,12,1081,5.73
871,2014,CHI,5,.313,-123,5233,6033,396,16,5,11,0,.313,319,442,-123,396,609,213,65.0,3792,30,19,4.9,3.1,87.3,41,243,6.31,6.2,5.83,5.81,5.44,9.6,5233,29,1005,5.21,6033,24,1008,5.99
872,2013,MIN,5,.344,-89,5508,6362,325,16,5,10,1,.344,391,480,-89,325,546,221,59.5,3427,18,19,3.3,3.5,76.0,44,218,7.46,6.3,5.81,5.37,4.97,10.5,5508,32,1013,5.44,6362,20,1132,5.62
873,2012,CLE,5,.313,-66,5028,5821,328,16,5,11,0,.313,302,368,-66,328,566,238,58.0,3435,16,18,2.8,3.2,73.5,36,233,5.98,6.1,5.71,5.20,4.89,10.5,5028,26,998,5.04,5821,29,1095,5.32
874,2012,ARI,5,.313,-107,4209,5405,337,16,5,11,0,.313,250,357,-107,337,608,271,55.4,3005,11,21,1.8,3.5,63.1,58,378,8.71,4.9,4.51,3.75,3.42,8.9,4209,34,1018,4.13,5405,33,1041,5.19
875,2011,JAX,5,.313,-86,4149,5008,240,16,5,11,0,.313,243,329,-86,240,469,229,51.2,2179,12,15,2.6,3.2,62.2,44,331,8.58,4.6,4.25,3.72,3.40,9.1,4149,23,1002,4.14,5008,28,979,5.12
876,2011,WAS,5,.313,-79,5387,5437,346,16,5,11,0,.313,288,367,-79,346,591,245,58.5,3773,19,24,3.2,4.1,73.3,41,285,6.49,6.4,5.97,5.20,4.86,10.9,5387,35,1032,5.22,5437,21,988,5.50
877,2010,CLE,5,.313,-61,4635,5601,296,16,5,11,0,.313,271,332,-61,296,478,182,61.9,2989,13,18,2.7,3.8,75.0,36,214,7.00,6.3,5.82,5.10,4.75,10.1,4635,29,927,5.00,5601,28,1041,5.38
878,2010,ARI,5,.313,-145,4309,5977,285,16,5,11,0,.313,289,434,-145,285,561,276,50.8,2921,10,19,1.8,3.4,60.5,50,343,8.18,5.2,4.78,4.04,3.71,10.2,4309,35,931,4.63,5977,30,1092,5.47
879,2009,CLE,5,.313,-130,4163,6229,219,16,5,11,0,.313,245,375,-130,219,443,224,49.4,2076,11,18,2.5,4.1,55.8,30,179,6.34,4.7,4.39,3.35,3.14,9.5,4163,31,971,4.29,6229,19,1072,5.81
880,2009,OAK,5,.313,-182,4258,5791,255,16,5,11,0,.313,197,379,-182,255,485,230,52.6,2557,10,18,2.1,3.7,62.0,49,318,9.18,5.3,4.79,4.01,3.65,10.0,4258,33,944,4.51,5791,20,1023,5.66
881,2009,SEA,5,.313,-110,5069,5703,372,16,5,11,0,.313,280,390,-110,372,609,237,61.1,3503,20,19,3.3,3.1,76.7,41,268,6.31,5.8,5.39,5.00,4.69,9.4,5069,31,1045,4.85,5703,23,1024,5.57
882,2008,JAX,5,.313,-65,5106,5295,335,16,5,11,0,.313,302,367,-65,335,537,202,62.4,3332,15,13,2.8,2.4,81.4,42,288,7.25,6.2,5.75,5.67,5.26,9.9,5106,24,1005,5.08,5295,17,922,5.74
883,2008,OAK,5,.313,-125,4356,5775,222,16,5,11,0,.313,263,388,-125,222,421,199,52.7,2369,13,11,3.1,2.6,71.6,39,270,8.48,5.6,5.15,5.07,4.64,10.7,4356,23,919,4.74,5775,24,1045,5.53
884,2007,BAL,5,.313,-109,4832,4825,341,16,5,11,0,.313,275,384,-109,341,557,216,61.2,3035,13,14,2.3,2.5,75.2,39,273,6.54,5.4,5.09,4.78,4.47,8.9,4832,40,1042,4.64,4825,23,968,4.98
885,2007,SFO,5,.313,-145,3797,5539,274,16,5,11,0,.313,219,364,-145,274,513,239,53.4,2320,15,17,2.9,3.3,64.3,55,365,9.68,4.5,4.08,3.62,3.27,8.5,3797,34,925,4.10,5539,22,1078,5.14
886,2006,ARI,5,.313,-75,5000,5591,322,16,5,11,0,.313,314,389,-75,322,545,223,59.1,3662,17,17,3.1,3.1,78.7,35,262,6.03,6.7,6.31,5.94,5.58,11.4,5000,30,999,5.01,5591,33,1018,5.49
887,2006,WAS,5,.313,-69,5243,5688,274,16,5,11,0,.313,307,376,-69,274,470,196,58.3,3027,19,10,4.0,2.1,83.4,19,147,3.89,6.4,6.19,6.29,6.05,11.0,5243,17,979,5.36,5688,12,997,5.71
888,2005,BUF,5,.313,-96,4122,5496,269,16,5,11,0,.313,271,367,-96,269,459,190,58.6,2515,18,16,3.9,3.5,75.4,43,337,8.57,5.5,5.01,4.69,4.29,9.3,4122,26,930,4.43,5496,30,1030,5.34
889,2005,ARI,5,.313,-76,5575,4729,419,16,5,11,0,.313,311,387,-76,419,670,251,62.5,4437,21,21,3.1,3.1,81.0,45,286,6.29,6.6,6.21,5.84,5.47,10.6,5575,37,1075,5.19,4729,26,936,5.05
890,2005,DET,5,.313,-91,4319,5158,297,16,5,11,0,.313,254,345,-91,297,520,223,57.1,2848,15,18,2.9,3.5,69.1,31,173,5.63,5.5,5.17,4.50,4.24,9.6,4319,30,955,4.52,5158,31,1006,5.13
891,2004,CHI,5,.313,-100,3816,5390,249,16,5,11,0,.313,231,331,-100,249,471,222,52.9,2192,9,16,1.9,3.4,61.7,66,449,12.29,4.7,4.08,3.51,3.08,8.8,3816,37,967,3.95,5390,29,1046,5.15
892,2004,TEN,5,.313,-95,5487,5724,356,16,5,11,0,.313,344,439,-95,356,589,233,60.4,3616,27,19,4.6,3.2,82.1,44,317,6.95,6.1,5.71,5.60,5.21,10.2,5487,31,1053,5.21,5724,30,977,5.86
893,2004,OAK,5,.313,-122,5153,5936,330,16,5,11,0,.313,320,442,-122,330,582,252,56.7,3858,24,22,4.1,3.8,76.1,30,161,4.90,6.6,6.30,5.75,5.47,11.7,5153,35,939,5.49,5936,18,1072,5.54
894,2004,TAM,5,.313,-3,4963,4552,340,16,5,11,0,.313,301,304,-3,340,512,172,66.4,3474,24,18,4.7,3.5,89.1,44,299,7.91,6.8,6.25,6.14,5.65,10.2,4963,36,949,5.23,4552,27,961,4.74
895,2003,ATL,5,.313,-123,4357,6108,230,16,5,11,0,.313,299,422,-123,230,460,230,50.0,2408,14,21,3.0,4.6,58.7,35,223,7.07,5.2,4.86,3.79,3.52,10.5,4357,31,930,4.68,6108,31,1043,5.86
896,2003,CLE,5,.313,-68,4504,4959,313,16,5,11,0,.313,254,322,-68,313,509,196,61.5,2834,17,18,3.3,3.5,75.2,40,282,7.29,5.6,5.16,4.64,4.31,9.1,4504,33,961,4.69,4959,22,994,4.99
897,2003,DET,5,.313,-109,4262,5360,319,16,5,11,0,.313,270,379,-109,319,588,269,54.3,2924,17,24,2.9,4.1,61.1,11,64,1.84,5.0,4.88,3.71,3.65,9.2,4262,28,975,4.37,5360,28,997,5.38
898,2003,HOU,5,.313,-125,4306,6082,248,16,5,11,0,.313,255,380,-125,248,439,191,56.5,2655,14,18,3.2,4.1,69.7,36,186,7.58,6.0,5.59,4.84,4.47,10.7,4306,27,896,4.81,6082,22,1054,5.77
899,2003,JAX,5,.313,-55,5358,4657,303,16,5,11,0,.313,276,331,-55,303,515,212,58.8,3285,17,17,3.3,3.3,76.0,28,136,5.16,6.4,6.05,5.55,5.27,10.8,5358,31,1024,5.23,4657,27,976,4.77
900,2003,WAS,5,.313,-85,4659,5412,283,16,5,11,0,.313,287,372,-85,283,527,244,53.7,3006,21,16,4.0,3.0,73.3,43,267,7.54,5.7,5.27,5.13,4.75,10.6,4659,28,991,4.70,5412,30,1014,5.34
901,2002,ARI,5,.313,-155,4563,6020,291,16,5,11,0,.313,262,417,-155,291,548,257,53.1,2740,18,22,3.3,4.0,63.7,41,298,6.96,5.0,4.65,3.85,3.58,9.4,4563,35,1003,4.55,6020,25,1046,5.76
902,2002,DAL,5,.313,-112,4375,5267,252,16,5,11,0,.313,217,329,-112,252,471,219,53.5,2621,14,16,3.0,3.4,69.1,54,399,10.29,5.6,4.99,4.63,4.15,10.4,4375,34,948,4.61,5267,30,1079,4.88
903,2001,DAL,5,.313,-92,4402,4599,210,16,5,11,0,.313,246,338,-92,210,413,203,50.8,2218,14,20,3.4,4.8,59.9,34,190,7.61,5.4,4.96,3.87,3.57,10.6,4402,34,952,4.62,4599,25,985,4.67
904,2001,MIN,5,.313,-100,5185,5666,335,16,5,11,0,.313,290,390,-100,335,555,220,60.4,3576,23,23,4.1,4.1,77.9,47,278,7.81,6.4,5.94,5.41,4.99,10.7,5185,39,978,5.30,5666,18,985,5.75
905,2001,SDG,5,.313,11,5200,4904,309,16,5,11,0,.313,332,321,11,309,548,239,56.4,3505,16,18,2.9,3.3,73.1,27,180,4.70,6.4,6.10,5.50,5.24,11.3,5200,29,1010,5.15,4904,31,1025,4.78
906,2000,CHI,5,.313,-139,4541,5234,304,16,5,11,0,.313,216,355,-139,304,542,238,56.1,2805,12,16,2.2,3.0,67.0,34,200,5.90,5.2,4.87,4.29,4.04,9.2,4541,29,993,4.57,5234,20,1035,5.06
907,2000,DAL,5,.313,-67,4475,5329,255,16,5,11,0,.313,294,361,-67,255,445,190,57.3,2522,14,21,3.1,4.7,66.6,35,249,7.29,5.7,5.25,4.17,3.87,9.9,4475,39,943,4.75,5329,25,1021,5.22
908,2000,NWE,5,.313,-62,4571,5353,328,16,5,11,0,.313,276,338,-62,328,565,237,58.1,3181,18,15,3.2,2.7,75.5,48,280,7.83,5.6,5.19,5.07,4.68,9.7,4571,25,1037,4.41,5353,23,1068,5.01
909,1999,ATL,5,.313,-95,4542,5223,278,16,5,11,0,.313,285,380,-95,278,509,231,54.6,3346,22,19,4.3,3.7,76.7,49,345,8.78,6.6,6.00,5.76,5.25,12.0,4542,35,931,4.88,5223,18,995,5.25
910,1999,PHI,5,.313,-85,3830,5462,235,16,5,11,0,.313,272,357,-85,235,474,239,49.6,2084,18,18,3.8,3.8,61.4,49,321,9.37,4.4,3.98,3.45,3.12,8.9,3830,39,947,4.04,5462,46,1124,4.86
911,1998,DET,5,.313,-72,5085,5117,274,16,5,11,0,.313,306,378,-72,274,489,215,56.0,3130,17,13,3.5,2.7,78.2,45,268,8.43,6.4,5.86,5.90,5.40,11.4,5085,25,975,5.22,5117,21,1004,5.10
912,1998,SDG,5,.313,-101,4592,4208,261,16,5,11,0,.313,241,342,-101,261,566,305,46.1,2864,11,34,1.9,6.0,44.9,37,251,6.14,5.1,4.75,2.75,2.58,11.0,4592,51,1063,4.32,4208,27,991,4.25
913,1997,STL,5,.313,-60,4761,5066,271,16,5,11,0,.313,299,359,-60,271,526,255,51.5,3198,14,15,2.7,2.9,69.9,44,326,7.72,6.1,5.61,5.33,4.92,11.8,4761,30,1013,4.70,5066,39,1021,4.96
914,1996,DET,5,.313,-66,5013,5351,309,16,5,11,0,.313,302,368,-66,309,541,232,57.1,3203,20,21,3.7,3.9,72.5,46,260,7.84,5.9,5.46,4.91,4.53,10.4,5013,26,976,5.14,5351,19,1044,5.13
915,1995,CLE,5,.313,-67,5076,5648,324,16,5,11,0,.313,289,356,-67,324,555,231,58.4,3594,21,20,3.8,3.6,76.6,32,178,5.45,6.5,6.12,5.61,5.30,11.1,5076,31,985,5.15,5648,24,1082,5.22
916,1995,NYG,5,.313,-50,4483,5293,260,16,5,11,0,.313,290,340,-50,260,479,219,54.3,2650,11,13,2.3,2.7,68.6,46,213,8.76,5.5,5.05,4.77,4.35,10.2,4483,28,1003,4.47,5293,31,1037,5.10
917,1993,NWE,5,.313,-48,5065,4796,289,16,5,11,0,.313,238,286,-48,289,566,277,51.1,3285,17,24,3.0,4.2,62.1,23,127,3.90,5.8,5.58,4.50,4.32,11.4,5065,34,1091,4.64,4796,22,1013,4.73
918,1993,RAM,5,.313,-146,4804,5411,247,16,5,11,0,.313,221,367,-146,247,473,226,52.2,2790,16,19,3.4,4.0,66.8,31,231,6.15,5.9,5.54,4.77,4.47,11.3,4804,30,953,5.04,5411,20,1003,5.39
919,1993,TAM,5,.313,-139,4311,5246,262,16,5,11,0,.313,237,376,-139,262,508,246,51.6,3021,19,25,3.7,4.9,64.1,39,274,7.13,5.9,5.52,4.48,4.16,11.5,4311,36,949,4.54,5246,22,1011,5.19
920,1992,CHI,5,.313,-66,4941,4952,266,16,5,11,0,.313,295,361,-66,266,479,213,55.5,3070,17,24,3.5,5.0,68.3,45,264,8.59,6.4,5.86,4.86,4.45,11.5,4941,34,951,5.20,4952,30,953,5.20
921,1992,CIN,5,.313,-90,3919,5333,227,16,5,11,0,.313,274,364,-90,227,435,208,52.2,1943,16,17,3.7,3.9,63.4,45,341,9.38,4.5,4.05,3.44,3.12,8.6,3919,27,934,4.20,5333,33,1024,5.21
922,1992,DET,5,.313,-59,4440,5058,231,16,5,11,0,.313,273,332,-59,231,406,175,56.9,2796,16,21,3.9,5.2,73.4,59,354,12.69,6.9,6.01,5.35,4.67,12.1,4440,36,843,5.27,5058,32,976,5.18
923,1992,TAM,5,.313,-98,4771,5185,299,16,5,11,0,.313,267,365,-98,299,511,212,58.5,3065,17,20,3.3,3.9,73.3,45,334,8.09,6.0,5.51,4.90,4.51,10.3,4771,29,994,4.80,5185,33,985,5.26
924,1990,ATL,5,.313,-17,5055,5270,293,16,5,11,0,.313,348,365,-17,293,528,235,55.5,3461,21,18,4.0,3.4,76.8,46,265,8.01,6.6,6.03,5.82,5.35,11.8,5055,39,994,5.09,5270,35,983,5.36
925,1990,PHO,5,.313,-128,4745,5216,238,16,5,11,0,.313,268,396,-128,238,439,201,54.2,2833,16,18,3.6,4.1,71.9,43,285,8.92,6.5,5.88,5.34,4.86,11.9,4745,32,934,5.08,5216,27,959,5.44
926,1990,DEN,5,.313,-43,5213,5345,305,16,5,11,0,.313,331,374,-43,305,527,222,57.9,3341,15,18,2.8,3.4,74.6,46,330,8.03,6.3,5.83,5.37,4.94,11.0,5213,32,1035,5.04,5345,25,969,5.52
927,1990,RAM,5,.313,-67,5430,5411,310,16,5,11,0,.313,345,412,-67,310,561,251,55.3,3818,24,17,4.3,3.0,79.6,30,198,5.08,6.8,6.46,6.30,5.98,12.3,5430,31,1013,5.36,5411,31,949,5.70
928,2024,JAX,4,.235,-115,5206,6629,343,17,4,13,0,.235,320,435,-115,343,546,203,62.8,3477,19,15,3.5,2.7,83.0,32,240,5.54,6.4,6.02,5.83,5.51,10.1,5206,24,992,5.25,6629,9,1125,5.89
929,2024,NWE,4,.235,-128,4964,5829,342,17,4,13,0,.235,289,417,-128,342,529,187,64.7,2995,18,11,3.4,2.1,85.0,52,348,8.95,5.7,5.15,5.41,4.92,8.8,4964,23,1027,4.83,5829,12,1068,5.46
930,2024,LVR,4,.235,-125,5154,5663,410,17,4,13,0,.235,309,434,-125,410,635,225,64.6,3797,19,16,3.0,2.5,82.4,50,320,7.30,6.0,5.54,5.44,5.05,9.3,5154,29,1065,4.84,5663,13,1053,5.38
931,2023,ARI,4,.235,-125,5509,6047,355,17,4,13,0,.235,330,455,-125,355,555,200,64.0,3144,18,12,3.2,2.2,82.9,42,286,7.04,5.7,5.27,5.34,4.96,8.9,5509,18,1068,5.16,6047,17,1060,5.70
932,2023,NWE,4,.235,-130,4696,5127,351,17,4,13,0,.235,236,366,-130,351,557,206,63.0,3069,16,21,2.9,3.8,73.8,48,323,7.93,5.5,5.07,4.39,4.04,8.7,4696,29,1020,4.60,5127,18,1091,4.70
933,2023,WAS,4,.235,-189,5317,6612,407,17,4,13,0,.235,329,518,-189,407,636,229,64.0,3725,24,21,3.8,3.3,81.6,65,449,9.27,5.9,5.31,5.13,4.65,9.2,5317,32,1060,5.02,6612,18,1117,5.92
934,2022,IND,4,.265,-138,5298,5678,398,17,4,12,1,.265,289,427,-138,398,604,206,65.9,3432,17,20,2.8,3.3,79.2,60,422,9.04,5.7,5.17,4.75,4.33,8.6,5298,34,1103,4.80,5678,21,1092,5.20
935,2022,ARI,4,.235,-109,5499,5931,433,17,4,13,0,.235,340,449,-109,433,664,231,65.2,3626,17,17,2.6,2.6,79.2,46,340,6.48,5.5,5.11,4.82,4.51,8.4,5499,25,1144,4.81,5931,20,1075,5.52
936,2021,HOU,4,.235,-172,4727,6535,354,17,4,13,0,.235,280,452,-172,354,546,192,64.8,3305,21,15,3.8,2.7,85.2,44,325,7.46,6.1,5.60,5.59,5.17,9.3,4727,22,1010,4.68,6535,25,1101,5.94
937,2021,NYG,4,.235,-158,4884,6032,351,17,4,13,0,.235,258,416,-158,351,593,242,59.2,3196,15,20,2.5,3.4,70.1,38,267,6.02,5.4,5.06,4.38,4.11,9.1,4884,30,1050,4.65,6032,22,1137,5.31
938,2021,NYJ,4,.235,-194,5208,6760,357,17,4,13,0,.235,310,504,-194,357,603,246,59.2,3541,20,20,3.3,3.3,76.0,53,418,8.08,5.9,5.40,5.04,4.64,9.9,5208,27,1036,5.03,6760,14,1145,5.90
939,2020,ATL,4,.250,-18,5895,6374,408,16,4,12,0,.250,396,414,-18,408,628,220,65.0,4363,27,11,4.3,1.8,93.9,41,257,6.13,6.9,6.52,7.02,6.59,10.7,5895,18,1078,5.47,6374,21,1034,6.16
